here thi boy wonder your moba,1,1.0,1,0
techiman right now what happen techiman heavi militari presenc thi bed ha patrol for more than an,1,1.0,1,0
adey mad ohh,-1,1.0,0,1
brother yoel dont take your frustrat out one the best african leader,1,1.0,1,0
dear pleas thi second term you are enter let ghanaian see more action not compromis dubio,-1,1.0,0,1
thank god for choos you again for,1,1.0,1,0
haha he not well need psychiatrist asap,1,1.0,1,0
it good too thank you,2,1.0,2,0
wullop make nor vex twitter just fun,1,1.0,1,0
lol see who talk about technolog few day ago well whatev,1,1.0,1,0
she wouldnt have had good educ she had had access the fsh,1,1.0,1,0
the great leader mentor daddi,1,1.0,1,0
vote and owe strong convict for the pari ideolog and paid,1,1.0,1,0
much love our variou polit parti,1,1.0,1,0
it not the right thing they should court simpl that,-1,1.0,0,1
but you think what happen now it the right thing,1,1.0,1,0
you dont reject the declar the media social media there ri,-1,1.0,0,1
ani man who teach you turn the other cheek while you are be attack and humiliat,-1,1.0,0,1
your excel sir guess visa readi now,1,1.0,1,0
our just regist voter identif card onli valid vote for presid and but invalid for ani tr,-1,1.0,0,1
2020 elect ghana wa too bloodi wa sad the number peopl who were shot,-1,1.0,0,1
ook keep studi the dictionari itll help you understand better and your name again is,1,1.0,1,0
let him the appropri quarter feel cheat and stop wa,-1,1.0,0,1
congratul one again you did well boss,1,1.0,1,0
how can dictat congratul democrat leader pleas,-1,1.0,0,1
sir how can you congratul presid who have use hi vigilant boy subv,1,1.0,1,0
congratul pleas cost soo much come and see famili from abroad you wont even accept,-1,1.0,0,1
social media ha allow you call woman thing well done god bless you but rememb th,2,1.0,2,0
stupid when and manipul figur and think it hard work you the reason,-2,1.0,0,2
love you both nice that you are friend and work togeth for our futur the futur africa,3,1.0,3,0
get proper brief you are not ghana,1,1.0,1,0
useless respons you must hop weed,-1,1.0,0,1
inde john dumelo right for the fight timeth follow ndc are not intellectualsgyimii saa,1,1.0,1,0
rest OK everi opposit parti think they are cheat see 2024,-1,1.0,0,1
take your mediocr free sh your villag first will never educ children such,1,1.0,1,0
who bleed now,-1,1.0,0,1
may allah bless presid for onli thi polici enough for the good peopl ghana wh,3,1.0,3,0
you and pray the same god adonai heaven the same god who abhor sin and reward everyon acc,-1,1.0,0,1
pleas add the percentag they got see it over 100 they even know math,-1,1.0,0,1
the wig that she wear sef one your famili and ancestri ha ever worn some befo,-1,1.0,0,1
congratul presid and dear brother with best wish for success term offic the servic of,2,1.0,2,0
love how the presid elect go hi busi appoint transit team thanksgiv servic,1,1.0,1,0
dear pleas dont want miss out see these movi from nigeria kindli open the cinema for,-1,1.0,0,1
least the court will expos more truth and make madam jane hot small,1,1.0,1,0
besid you dey enjoy free healthcar and,1,1.0,1,0
extend warm and heartfelt congratul brother and friend hi reelect the head,2,1.0,2,0
you have everi right bird the same feather fli togeth,1,1.0,1,0
akuffo addo ha alway admir dictat from other part africa museveni biya bihari etc won,1,1.0,1,0
one your famili will ever achiev quarter maham success,1,1.0,1,0
how you conclud jdm incit support you heard him say,1,1.0,1,0
haha stupid parti with stupid member wey sens you guy get,-2,1.0,0,2
stupid media,-1,1.0,0,1
thank you for give good countri,2,1.0,2,0
the silent major are more danger than the loud major reject the declar the flaw elector,-2,0.5,1,3
you know your useless ryd,-1,1.0,0,1
otw it not too late take advantag free sh the word illegitim clearli,1,1.0,1,0
congratul for win the 2020 gener elect long life and good health your next ter,2,1.0,2,0
the thief should readi for what come useless presid and media,-1,1.0,0,1
useless be who call you here,-1,1.0,0,1
she beauti than that thing call mother stupid boy,-1,1.0,0,1
weak mine typic primit man manner,-1,1.0,0,1
doesnt surpris when brainwash youth talk back dont realli th,-1,1.0,0,1
your not smart,-1,1.0,0,1
ayekooo nana akuffo addo god bless all npp fan proud full fun npp,3,1.0,3,0
everyth show that select the best candid definit vote for develop and matur congratula,1,1.0,1,0
believ your brother didnt won the elect from the good peopl ghana conniv wit,2,1.0,2,0
now know some loud mouth thi countri gat ballswhi will they now chicken out after they swore hea,-1,1.0,0,1
funni thought just occur doe the lawconstitut prohibit from becom run ma,-1,1.0,0,1
yeah nice talk,1,1.0,1,0
love much nana our presid for real,1,1.0,1,0
becaus twitter can insult our elder will die young ephesian,-1,1.0,0,1
god bless you more Mr presid howev you are leav 2024 leav bawumia lead we,2,1.0,2,0
that whi the suprem court still exist make good use free educ,2,1.0,2,0
heartiest congratul hi excel nana akufoaddo be reelect presid republ,1,1.0,1,0
put whole nation tenterhook for solid month 2013 didnt attend jdm inaugr,1,1.0,1,0
hear sammi what ever name is pray that they will drop you like hot potato,1,1.0,1,0
the major stole for him and that the way,-1,1.0,0,1
congratul your win sir and your true exampl true leadership and hope other Af,1,1.0,1,0
and how doe call human be thing make you ani better Im wonder whi common sen,2,1.0,2,0
more win the winner soul,2,1.0,2,0
you know that post stupid tweet like thi can creat tension thi countri,-2,1.0,0,2
hello sirpleas npp ha stand fals prophet theyr kill the with lie fallaci and,-2,1.0,0,2
send your peopl school make good lawyer and judg,1,1.0,1,0
vote for all becaus the free senior high school despit Im not beneficiari but know how it,1,1.0,1,0
much love and respect presid paul kagam dream meet you,2,1.0,2,0
congratul for thi elect wish you all the best thi 4year,1,1.0,1,0
steal your mantra everyth about steal will the jubile hous soon,-2,1.0,0,2
without social infrastructur life will difficult for most peopl,-1,1.0,0,1
offer peac all both near and far will heal peopl but evil evil peopl are like restless sea whose,-3,1.0,0,3
thank you much our presid,1,1.0,1,0
sinc you are smart defin it you will see,1,1.0,1,0
ndc peopl carri their stupid everywher congratul your massi,-1,1.0,0,1
let make clear that not npp ndc follow and you know dont,1,1.0,1,0
baseless argument,-1,1.0,0,1
you see how you are disgrac yourself here forget polit look their age foolish boy,-1,1.0,0,1
everi well mean ghanaian knowsth will the peopl wa subvertedif the can tell she made,1,1.0,1,0
fraudul elect from sakawa team god will punish you your gener nana addo you will never,-1,1.0,0,1
you guy the media and your media hous eeh the monster your help,-1,1.0,0,1
most rebel leadershipsham can not honest with hi wordsfak leader but thi,-1,1.0,0,1
pleas tell yvonn nelson were wait for her she wa there pressur,-1,1.0,0,1
the best presid ghana ever,1,1.0,1,0
thi the perfect time repeat asiedu nketia ani idiot ca,1,1.0,1,0
mahama goe then automat becom fool anaa,-1,1.0,0,1
great best wish our sister nationsto our great leader mheshimiwa rai,3,1.0,3,0
madam pleas where the twerk video promis ha won fulfil your promis waiu can,-1,1.0,0,1
congrat mister presid father the first term wa triumph pray,1,1.0,1,0
there freedom speech ask yourself how much,1,1.0,1,0
it even more bore have you tri studi our choic and prefer,-1,1.0,0,1
you desir per your good leadership qualiti shown the nation ghana,1,1.0,1,0
ghana suffer more under john mahama,-1,1.0,0,1
come 12pm wont take easi relax second term support of,1,1.0,1,0
let join togeth build our nation forward ever backward never one nation with common destini,-1,1.0,0,1
congratul wish you all the strength and the bless happi 4more presid,1,1.0,1,0
visionari peopl will alway hate need proper develop not corrupt nana toa so,2,1.0,2,0
great man work,2,1.0,2,0
how beauti is congratul hi and her excel,1,1.0,1,0
unfortun you are far in eritrea from enjoy the peac and prosper vi,1,1.0,1,0
man your right,1,1.0,1,0
ucc there one there for you that what you want bad,-1,1.0,0,1
that true even though ha sign doesnt mean ha right to,1,1.0,1,0
some know who you are and your relat with him not surpris tyrant,-1,1.0,0,1
peopl get intel rough,-1,1.0,0,1
pleas presid more big govern and famili friend should avoid thank you presid,-1,1.0,0,1
thank you you are not realli dumb after all,2,1.0,2,0
better back countri dont nid choos for,1,1.0,1,0
use good fon and will get these updat,1,1.0,1,0
the internet work place will have time for you paaa,1,1.0,1,0
berma live good room and get paid dont worri kora,1,1.0,1,0
africa problem are the leader that overstay powerther african leader that,-1,1.0,0,1
away who call you thi matter motherserpentofcorrupt havent won,1,1.0,1,0
you must tyrant like him shut till resolv our issu here elect where elec,-1,1.0,0,1
african leader are fuck big time smh,-1,1.0,0,1
excav lost but charger head koraa easi found when cant find thiev,-1,1.0,0,1
global pan african network congratul the peopl ghana for demonstr polit matur and take thi,-1,1.0,0,1
lost guinea fowl too for the other man,-1,1.0,0,1
good watch,1,1.0,1,0
dont like him better countri,2,1.0,2,0
wonim woahyimifor you guy everyth good for you guy aboa,1,1.0,1,0
not mad but african should also give our opinion each other it,1,1.0,1,0
pain apuu berma didnt even vote charley but the fact say tax payer,-1,1.0,0,1
the right thing must than bro,1,1.0,1,0
apuuu can feel the pain your tweet just take like man and get over,-1,1.0,0,1
what wa the error that she said percentag total vote cast instead,-1,1.0,0,1
congrat presid for your success elect more prosper the republ,2,1.0,2,0
then whi are complain doesnt make sens,-1,1.0,0,1
he one the most corrupt presid product cia ambassador of,-1,1.0,0,1
Mr presid must also know that the great king jesu christ come veri soon de,1,1.0,1,0
and that what hinder ghana progress dont talk stupid fake pastor ma,-2,0.5,1,3
ndc fo gyimi parti have not even win over 51 vote ghana befor,1,1.0,1,0
whi are you guy specul such war threat,-1,1.0,0,1
you still havent heal from your lacklust understand your hate for the truth,-1,1.0,0,1
whi are you guy mad about our presid still want him our leader,-1,1.0,0,1
piss off find foreign much concern about issu th,-1,1.0,0,1
they need understand thi great answer,1,1.0,1,0
court 2008 and 2012 wow ndc more vim court dey,1,1.0,1,0
delet thi result are content dont pull that superlock gimmick,-1,1.0,0,1
presid pleas take second look the financi sector mess up peopl are realli hurt pleas pay them,-4,1.0,0,4
after serv hi year think the best pair and Mr allan shou,1,1.0,1,0
auditor gener wey fool like thi de3 never see some befor gyimi niiii,-1,1.0,0,1
fool him god take nigeria from them veri veri soon,-1,1.0,0,1
least he do good job cant say the same about ethiopiaeritrea demagogu,1,1.0,1,0
just here creat tension but enfa,-1,1.0,0,1
mahama and ndc the think would introduc free sh and still loos the elect thi one th,1,1.0,1,0
stop your sen idiot ikigarasha dont play with becaus cant even op,-1,1.0,0,1
you say rant and incit peopl funni when you st,-1,1.0,0,1
when did come say she made error you,-1,1.0,0,1
say shit the definit freedom speech tho youv not made ani point,1,1.0,1,0
you dont even know the mean fraud but,-1,1.0,0,1
dat doesnt matter Im not fun twitter 1000 follow,-1,1.0,0,1
Im tell lie here boss,-1,1.0,0,1
asafo maafo name everywher even corrupt case the onli credibl person npp nepot,-1,1.0,0,1
alway nice thing use your brain befor comment anyth and ask,1,1.0,1,0
after declar the flaw elector result she wa whisk away the airport and board delta flight 15,-1,1.0,0,1
ye the strong partnership you are creat are grow into opportun that the youth,1,1.0,1,0
ghana will still suffer for nxt four yr,-1,1.0,0,1
raira forget about becom next presid kenya ruto won long time ago ukichochea wakenya kupigana,1,1.0,1,0
would all african presidentshead state and govern support joe biden,1,1.0,1,0
whi dont you follow hi step your real friend close your blood are kaguta and the like,1,1.0,1,0
thank you too for make rwanda better place live init true definit that no,2,1.0,2,0
then should know better becaus cant use violenc ani democr,1,1.0,1,0
pleas where the real suprem court,-1,1.0,0,1
the new patriot parti npp ha schedul islam thanksgiv prayer session for presidentelect,1,1.0,1,0
must realli hard for see world leader congratul twitter,-1,1.0,0,1
lol it best dont even entertain them all their effort theyll still get free servic de,3,1.0,3,0
thi time around the suprem court will look useless sinc know ha been stuf with old parti apparatchik,-1,1.0,0,1
those men have huge question mark term corrupt their action and activ st,-1,1.0,0,1
thi wa need for your good work continu,2,1.0,2,0
hope see tweet and take good faith,2,1.0,2,0
ask again even their own station ghone project presid the winner,1,1.0,1,0
will evid clear will influenc the judg verdict even the back clear evid owin,2,1.0,2,0
murder congratul murder interest time ahead,-2,1.0,0,2
humbl appeal reduc the size your next govern and deal with corrupt ruthlessli,1,1.0,1,0
the peopl will wa but led corrupt associ app,-1,1.0,0,1
say mahama ein agenda useless for now,-1,1.0,0,1
those are the men should get rid them serious when the young and vibrant men were,1,1.0,1,0
what the fuck are you say he presid take leav,-1,1.0,0,1
ghana worst brother under thi govern,-1,1.0,0,1
whi would you when all you lot think extravag lifestyl loot amp plunder reason onli through your,-2,1.0,0,2
long they win theyd accept,1,1.0,1,0
you wake just spread fake news mad man,-2,1.0,0,2
congratul presid Im from drc and veri glad and proud,2,1.0,2,0
man delanyoagbeplss siblingslook free shsu peopl dont want good,1,1.0,1,0
did tweet same 137 seat for dictat larg corrupt mp onli inform sicken,-2,1.0,0,2
need proper presid not the presid who close and lock the futur the youth,1,1.0,1,0
congratul presid elect god bless you for your good work for ghanaian,2,1.0,2,0
have blood their hand the blood the dead cri out from the ground,-1,1.0,0,1
stop spread fake news dude,-1,1.0,0,1
thi guy got question the foolish thi countri be,-1,1.0,0,1
herrrrrr all these happen were plan pleas will the worst leader our histori,-2,1.0,0,2
good morn thank god for your victori and the opportun give hope the less privileg go,1,1.0,1,0
alway do wonder work god bless you,2,1.0,2,0
see foolish herh pass you think ill happi insult myself what you,-1,1.0,0,1
are not get ani traction all and,1,1.0,1,0
onli fool inrespons peopl will here that becaus when lost 2012he didnt ask,-1,1.0,0,1
exactli peopl vote for the love they have for but hi appointe especi,1,1.0,1,0
mere disappoint ghanaian from thi elect ghanaian dont learn all wa expect,-1,1.0,0,1
kumerica won the elect for npp let the develop more here and kumerica npp 2020elect,1,1.0,1,0
whi are dumb blind and cant readbuhari have done that alreadi,-2,1.0,0,2
you have been order show your stupid here,-1,1.0,0,1
the thief will look terribl soon revel theyr play with fire thank you lord almighti,1,1.0,1,0
how can blame the god elector,-1,1.0,0,1
pleas HE remov yaw osafo marfo from offic that one know you will never let dow,-1,1.0,0,1
selfish politician who want more and never enough will never mind innoc citizen are kill,-2,1.0,0,2
alreadi go opposit elect rob npp good with rob style,1,1.0,1,0
court fool you think do thi then will just say come for the presid kwa,-1,1.0,0,1
ye can best presid,1,1.0,1,0
kobbi thank you veri much,1,1.0,1,0
good one bro,1,1.0,1,0
you are congratul your fellow undemocrat candid that good,1,1.0,1,0
wa one chase away ani voter person wa kill the elect,-1,1.0,0,1
22 howev the law fail hold our feel well our feel becom free enough,3,1.0,3,0
12 the law the anchor our feel the law hold our feel well direct our feel well,2,1.0,2,0
congratul presid reelect wish you all the best countri amen ghana,1,1.0,1,0
wonder how some phd holder get their titl from it sicken,1,1.0,1,0
what kind logic thi can they steal everywher they stole just,-2,1.0,0,2
ghana good exampl how democraci work,2,1.0,2,0
congratul presid nana akufo addo nigerian are look forward you continu your good work,2,1.0,2,0
them steal the result nana veri wick dont accept him presid never,-1,1.0,0,1
obvious the impos us even the npp support know thi deep down,1,1.0,1,0
agre with you ra especi when the error have been found out,-1,1.0,0,1
ghana ha won the elect congratul presid nana akufo addo are look forward you continu yo,1,1.0,1,0
jean mensa onli came steal kill and destroy tyrant and must reject,-3,1.0,0,3
thi show how foolish your,-1,1.0,0,1
just like your entir gener,1,1.0,1,0
hi excel long run 24 amaz rel hi excel short run 13 even if,1,1.0,1,0
becaus ignor the real problem amp shift our attentio,-1,1.0,0,1
you cannot trust either,1,1.0,1,0
while the other guy still lick hi wound,-1,1.0,0,1
forget bro take stupid overdos,-1,1.0,0,1
secondari school were resum academ work 8th decemb but sake the outpour from the opposit mo,1,1.0,1,0
keep dream will sworn 7th januari you will cri god bless ghana,1,1.0,1,0
moral right issu,1,1.0,1,0
god bless you great man,2,1.0,2,0
congratul for win second term election2020 ghanavotes2020,1,1.0,1,0
congratul hi excel the best presid ghana nakufo addo may god guid yo,2,1.0,2,0
just anounc 50 fan attend the variou stadia for the polit tension,-1,1.0,0,1
the right thing must done,1,1.0,1,0
parliamentarian are more malleabl and object intern than what see outsid it possibl,-1,1.0,0,1
went further appoint other known npp person commission becaus doesnt respect the,1,1.0,1,0
lol ndc you squad figur your smart what didnt see 2012,1,1.0,1,0
thank god for 2008 and 2012 wa wa the one who lost the elect wa the other way round,1,1.0,1,0
thebigstori npp ndc mp must work togeth for ghana presidentelect sourc ghanaweb consid,1,1.0,1,0
too see noth wrong with thi fraudul elect after all the kill and conf,-2,1.0,0,2
anoth what youv noth better say keep quiet,2,1.0,2,0
you that you stay your home safe did ani one shoot you some stup,1,1.0,1,0
bless you big brother you influenc decis vote and won akyesaaaaaaaaa kpoyaka god ble,1,1.0,1,0
bla dont need him there that guy call mahama evil are sick and ti,-2,1.0,0,2
the nigerian leader wish presid success new tenur peac and stabil hi countri wel,1,1.0,1,0
well ani stupid person can creat account twitter,-1,1.0,0,1
listen your self are tire such behavior from ndc enough enough,1,1.0,1,0
wa it with peopl kill and attempt stuf alreadi thumb print,-1,1.0,0,1
congratul your reelect propel the countri greater height prosper,1,1.0,1,0
less fortun are educ for free want vote use ghana goodi amp moni for nkonfem project npp 4ever,1,1.0,1,0
well ghana congratul here continu the great work ghana cashlit agenda an,2,1.0,2,0
miss exam and profession train becaus our passport are not back,-1,1.0,0,1
two most corrupt african crook leader they recogn themselv,-2,1.0,0,2
thank Mr presid more for nana more,1,1.0,1,0
your welcom back the offic 2021and all the best ghana destini,1,1.0,1,0
hasnt accept the the elect declar think are face the same problem you are face,-1,1.0,0,1
the mother serpent corrupt say go work with the ndc build ghana Me someon should tel,-1,1.0,0,1
more for ghanaian trust hope and yearn see more development project,1,1.0,1,0
it alway veri sweet victori but not without price tag congratul the champion ghana sir,2,1.0,2,0
thi can onli happen under despot greedi and corrupt leader like,-2,1.0,0,2
gotocourt hve enough credibl evid not bco will win but all flaw the elector pr,1,1.0,1,0
the problem have with some your now pretend that youv never heard,-1,1.0,0,1
some peopl just fool,-1,1.0,0,1
dear your such great peac state man appreci your effort for african democraci kindli,1,1.0,1,0
are you proud thi victori that you use soldier manipul outcom the parliamentari resu,1,1.0,1,0
congratul ghana for peac elect well done everi ghanaian that peac engag the electi,1,1.0,1,0
never knew have mani dumb fck thi countri these ndc ppl are like,1,1.0,1,0
then your countri who call you here pleas mind your busi here it,-1,1.0,0,1
hey masastop the fool who stole the elect were there can you prove court then courtperiod,-1,1.0,0,1
the npp must also hold press confer you guy have your fact and number prove the ndc wrong,-1,1.0,0,1
the rule parti illeg rig spree steal the verdict ghanaian there transparenc,-1,1.0,0,1
aah see thi one too ooh dumb you,-1,1.0,0,1
foolish player you spoil penalti jon,-2,1.0,0,2
thi one doe thi sit well with you you are better than thi better,3,1.0,3,0
wa veri smooth assur you what you expect when you unlaw snatch bal,1,1.0,1,0
sure were veri proud that and are proud re elect our presid,1,1.0,1,0
dust and catarrh kill here kwaebibirim eastern region pleas hi excel when they,-3,1.0,0,3
2012 now wa prepar law suit becaus felt cheat that the mark respons person,-1,1.0,0,1
wisdom dey here daddi,1,1.0,1,0
thi aint joke shoot everywher tamal street amp need peac pleas,-2,1.0,0,2
man better leav you here your appoint ec dont even know calcul like you do,1,1.0,1,0
the peopl will wa but led corrupt associ appoin,-1,1.0,0,1
dear the truth whi will risk your life for,-1,1.0,0,1
pleas and pleas let not keep straight face with anyth thi moment becaus god go,-2,1.0,0,2
ndc complain fraud watev they about two hundr sth media hous and they all got the same resul,-2,1.0,0,2
went court when felt cheat whi cant also same claim ha been cheat stopviol,-2,1.0,0,2
becaus you also subvert the will your peopl,-1,1.0,0,1
there court should follow the right procedur amp not thi violenc,1,1.0,1,0
the ndc can hell with their own result that man call the ndc gener secretari ha influenc,-1,1.0,0,1
the good ppl ha spoken,1,1.0,1,0
didnt vote den keep quiet,1,1.0,1,0
even when wa warmong 2016 and issu threat di,-1,1.0,0,1
forget about tbe wise say quot man your wise just tri and answer,2,1.0,2,0
it not go work need better strategi,2,1.0,2,0
you are right think think that when thi happen,1,1.0,1,0
thi from ghana elect dead critic condit from onli one place,-2,1.0,0,2
sir they did shame you again,-1,1.0,0,1
when the elector commiss declar presid elect peopl went out chill when sammi gyamfi,-1,1.0,0,1
may your second term offic continu fruit and the light for the poor vulner and the needi Li,-1,1.0,0,1
everybodi nigeria want power even you you will not aloud lose oppon,-1,1.0,0,1
miss the most moment day ghana come and see gun shot tamaleal aft,-1,1.0,0,1
that arm personnel ought their best deescal,1,1.0,1,0
were be honest all those deal have the background he just one the serpent who are us,1,1.0,1,0
ebe lie lost thief the elect result are full mistak ghanaian have,-2,1.0,0,2
well 65 million did for the 65m are proud help you retain expresid,1,1.0,1,0
better pray for your countri and the citizen friend you wish you ghanaian right now,2,1.0,2,0
chale hope make cool,1,1.0,1,0
under circumst must polic offic kill unarm civilian protest,-2,1.0,0,2
harsh bro,-1,1.0,0,1
the epl game against arsen sunday they won 2goal nil rememb said will lose In,1,1.0,1,0
ndc and fellow come with baseless accus better luck next time,2,1.0,2,0
what happen when the peopl physic assault off,-1,1.0,0,1
wonder discern ghanaian are struggl make sens your pyrrhic victori,1,1.0,1,0
base your comment then mahama fool becaus couldnt win just say,-1,1.0,0,1
what you mean rant you must look the former presid through the,-1,1.0,0,1
john want 4year continu good work what,2,1.0,2,0
ghanaian should demand offici report the incid that led the death three citizen dure the elec,-1,1.0,0,1
stupid statement the writer should think from the mind,-1,1.0,0,1
calm when you know your vote are be manipul the secur ou,1,1.0,1,0
thi whi need new strategi wa too soft with hi minist and mp they are all,1,1.0,1,0
mugu step down Im nigerian and heard ghanaian dont want you how did you win man,1,1.0,1,0
someon said now have agyapa media hous led multimedia and pd militari led delta forc all these under,1,1.0,1,0
there noth like respect here,1,1.0,1,0
flaw and rig elect are not determin the media npp had shown them the,-1,1.0,0,1
you were lead answer opposit byeee,1,1.0,1,0
exactli the same with akufoaddo rent free stay mind you,1,1.0,1,0
fake new ignor not the presid elect,-1,1.0,0,1
pray for good health and long life your next term fair and firm let away with the corr,2,1.0,2,0
tamal not safe the moment gunshot all over smh,-1,1.0,0,1
total disappoint,-1,1.0,0,1
they bleed when they see thi,-1,1.0,0,1
one even god too busi attend nigeria issu you peopl can initi the angel,1,1.0,1,0
good day your excel sir,1,1.0,1,0
thank you veri much sir,1,1.0,1,0
your commun and yourself never accept defeat look gor democraci you onli in,1,1.0,1,0
need introduc compulsori free adult educ co 3ny3 baako sei,1,1.0,1,0
hi offic useless bro also person interest mani scandal,-2,1.0,0,2
leav ghana alon even you were cheat dont care least still have peac and can abo,-1,1.0,0,1
for your inform hous clean exercis and shield dubiou deal,1,1.0,1,0
pleas know your not oblivi that you lost thi particular electionskindli the need,-1,1.0,0,1
mahama say sinc power the judici system skew hi favour So,1,1.0,1,0
fraud result from ec npp your inde thiev and corrupt,-2,1.0,0,2
someon like sammi gyamfi ha noth lose becaus ha not been top there befor He,1,1.0,1,0
with all due respect sir you have the same histori with ghana the answer becaus nigeri,1,1.0,1,0
coach humbl beg you are you even happi about how carri out thi ele,-1,1.0,0,1
from your repli know are ndc support drink more soup often peroidt,1,1.0,1,0
wonder whi these politician dont accept defeat and whi they alway think their defeat alway cheat sti,3,1.0,3,0
congratul presid hi reelect for second term offic also commend the peopl gha,1,1.0,1,0
she can fake the spirit like thi,-1,1.0,0,1
physic student paaa thi well move,1,1.0,1,0
youv fail show where use forc you earlier claim mahama ha been,-1,1.0,0,1
whi use militari men innoc citizen you realli win thi year elect thi ha never happ,1,1.0,1,0
they knew osafo marfo wa thief all along kindli retain him you will need hi steal experi,-1,1.0,0,1
english too much for blame english teacher,-1,1.0,0,1
see how thi woman seriou and expect npp lose like fool,-1,1.0,0,1
congratul onc again hi excel you are the right man for the job god bless you for the si,1,1.0,1,0
thank nana know will forev great and kind,2,1.0,2,0
you will retract soon,-1,1.0,0,1
know better not to,1,1.0,1,0
ask again ooo they are mad,-1,1.0,0,1
natin bro there are more space for lost and poor soul like you,-2,1.0,0,2
you shoot 18yr old just steal parliamentari seat shame you,-2,1.0,0,2
well never regard presid thi countri,1,1.0,1,0
